ID_ENCUESTA;ID_VEHICULO;TIPOVEHICULO;COMBUSTIBLE;MUNICIPIO_MATRICULA;PERTENECE_VEHICULO;PERSONA_DUENOVEHICULO;EXENTO_PICOYPLACA;RAZON_EXENTO;DONDE_GUARDAVEHICULO;VALOR_PARQUEO
18741612;2;Automovil;Solo gasolina;TUNJA;S;N;N;vacio;Parqueadero comunal;0
18742337;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18742339;1;Campero;Diesel;BOGOTA;S;S;N;vacio;Parqueadero comunal;90000
18742341;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Parqueadero comunal;72000
18742543;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Parqueadero comunal;80000
18742807;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;18000
18742808;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;18000
18742809;1;Automovil;Solo gasolina;CITA;S;N;N;vacio;Parqueadero comunal;18000
18742809;2;Automovil;Solo gasolina;FUNZA;S;N;N;vacio;Parqueadero comunal;18000
18742912;1;Taxi;GNV y gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;40000
18742913;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;22000
18743639;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;60
18743641;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;100
18744258;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18744265;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;35000
18744269;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;32000
18744270;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;32000
18745242;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;50000
18753308;1;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18753309;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18764067;1;Automovil;Solo gasolina;BOGOTA;N;;N;vacio;Parqueadero comunal;0
18764068;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18764091;1;Automovil;Solo gasolina;TURBACO;S;S;N;vacio;Parqueadero comunal;70000
18764216;2;Automovil;GNV y gasolina;BOGOTA;S;S;S;Empresa de servicios publicos;Parqueadero comunal;50000
18764515;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;70000
18765631;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18765633;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18765637;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Parqueadero comunal;80000
18765652;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Parqueadero comunal;30000
18766814;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18768750;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;60000
18768756;1;Automovil;Solo gasolina;CALI;S;N;N;vacio;Parqueadero comunal;80000
18769069;1;Campero;GNV;CHOCONTA;S;S;S;;Parqueadero comunal;100000
18769818;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18770192;1;Campero;Solo gasolina;BOGOTA;S;;N;vacio;Parqueadero comunal;100000
18772344;1;Automovil;GNV;BOGOTA;S;S;N;vacio;Parqueadero comunal;9000
18772365;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Parqueadero comunal;40000
18772552;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;40000
18772558;1;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Parqueadero comunal;60000
18772560;1;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;78000
18772716;1;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Parqueadero comunal;30000
18773156;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;100000
18773271;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;60000
18773737;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18773739;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18773745;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18773844;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;0
18773986;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;36000
18778739;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18779142;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;45000
18779143;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;50000
18779143;2;Automovil;Solo gasolina;FUNZA;S;N;N;vacio;Parqueadero comunal;50000
18831428;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Parqueadero comunal;0
18834301;1;Automovil;Solo gasolina;175;S;S;N;vacio;Parqueadero comunal;0
18648557;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Parqueadero comunal;0
18648557;2;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18648559;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18667961;1;Campero;GNV y gasolina;BOGOTA;S;S;S;Empresa de servicios publicos;Parqueadero comunal;60000
18667962;1;Camion;GNV;BOGOTA;S;S;N;vacio;Parqueadero comunal;120000
18674306;1;Automovil;GNV y gasolina;BOGOTA;S;N;S;Emergencias;Parqueadero comunal;60000
18676570;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;20000
18677424;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;50000
18677657;1;Campero;GNV;EN TRAMITE;S;S;S;;Parqueadero comunal;46000
18677657;2;Moto;Solo gasolina;BOGOTA;S;;S;;Parqueadero comunal;23000
18677680;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;30000
18677683;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;30000
18677696;1;Automovil;Solo gasolina;CALERA;S;N;N;vacio;Parqueadero comunal;45000
18677701;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;80000
18677701;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Parqueadero comunal;0
18678196;1;Automovil;Solo gasolina;IBAGUE;S;S;N;vacio;Parqueadero comunal;90000
18678758;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;60000
18678761;1;Moto;Solo gasolina;BOGOTA;S;S;S;Transporte especial;Parqueadero comunal;40000
18679338;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;130000
18679371;1;Automovil;Diesel;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18679371;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;80000
18679854;1;Moto;Electrico;BOGOTA;S;S;S;Control de emisiones;Parqueadero comunal;20
18693901;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18694304;1;Otro;Solo gasolina;BOGOTA;S;;N;vacio;Parqueadero comunal;
18694340;1;Automovil;Solo gasolina;BOGOTA;S;S;S;;Parqueadero comunal;0
18694344;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;84000
18694347;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;84000
18694348;1;Automovil;Solo gasolina;COTA;S;S;S;;Parqueadero comunal;40000
18694539;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;30000
18694540;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;50000
18696606;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;40000
18705999;1;Taxi;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;80000
18708011;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Parqueadero comunal;60000
18709347;1;Moto;Solo gasolina;PALERMO HUILA;S;S;S;;Parqueadero comunal;0
18709536;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Parqueadero comunal;50000
18709536;2;Automovil;Solo gasolina;BARRANQUILLA;S;N;N;vacio;Parqueadero comunal;50000
18709732;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18709816;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18710232;1;Campero;Diesel;BOGOTA;S;S;N;vacio;Parqueadero comunal;50000
18710232;2;Pick Up;Diesel;BOGOTA;S;S;S;Transporte especial;Parqueadero comunal;50000
18710275;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;105000
18710925;2;Automovil;Solo gasolina;1101;S;;N;vacio;Parqueadero comunal;0
18711285;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;22000
18711286;1;Automovil;Solo gasolina;BOGOTA;S;S;S;Empresa de servicios publicos;Parqueadero comunal;22000
18711287;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;22000
18711473;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;180000
18711476;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;180000
18711596;1;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Parqueadero comunal;0
18713105;1;Campero;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;50000
18713165;1;Campero;GNV y gasolina;ENVIGADO ANTIOQUIA;S;S;N;vacio;Parqueadero comunal;100000
18713382;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;90000
18722026;2;Campero;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;80000
18722027;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;80000
18727101;2;Taxi;GNV y gasolina;BOGOTA;N;;N;vacio;Parqueadero comunal;60000
18727747;1;Moto;Solo gasolina;CHIA;S;S;N;vacio;Parqueadero comunal;50000
18727747;2;Moto;Electrico;CHIA;S;S;N;vacio;Parqueadero comunal;50000
18727748;1;Campero;GNV y gasolina;PEREIRA;S;;N;vacio;Parqueadero comunal;71000
18727748;2;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Parqueadero comunal;22000
18738101;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;100000
18738148;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;71000
18739429;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;150000
18739948;1;Automovil;GNV;CALERA;S;S;N;vacio;Parqueadero comunal;30000
18740009;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;80000
18740452;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;45000
18480186;1;Automovil;GNV y gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;50000
18481525;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;80000
18488297;1;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;120000
18488297;2;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;120000
18503115;1;Moto;Solo gasolina;1101;S;S;S;;Parqueadero comunal;80
18504050;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;90
18504914;1;Moto;Solo gasolina;BOGOTA;S;N;S;;Parqueadero comunal;80
18504914;2;Moto;Solo gasolina;BOGOTA;S;;S;;Parqueadero comunal;80
18506379;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18509487;1;Taxi;Diesel;BOGOTA;S;S;S;;Parqueadero comunal;200
18510182;1;Moto;Solo gasolina;BOGOTA;S;N;S;;Parqueadero comunal;0
18510182;2;Moto;Solo gasolina;BOGOTA;S;;S;;Parqueadero comunal;0
18510840;1;Automovil;GNV y gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;90000
18510842;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;100000
18510930;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;40000
18511220;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Parqueadero comunal;0
18511222;1;Automovil;Solo gasolina;FACA;S;N;N;vacio;Parqueadero comunal;0
18511361;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;100000
18511361;2;Moto;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;100000
18512062;1;Moto;Solo gasolina;BOGOTA;S;;S;;Parqueadero comunal;0
18512352;1;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;60000
18513073;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;60000
18514158;1;Automovil;Solo gasolina;11011;S;N;N;vacio;Parqueadero comunal;5000
18528983;1;Taxi;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;60000
18539116;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18539118;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Parqueadero comunal;0
18539118;2;Moto;Solo gasolina;BOGOTA;S;;S;;Parqueadero comunal;0
18541285;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Parqueadero comunal;50
18542222;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;90000
18542352;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;40000
18602669;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;80000
18602671;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;50000
18602673;1;Automovil;Solo gasolina;MOSQUERA;S;S;N;vacio;Parqueadero comunal;40000
18604084;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;70000
18604086;1;Automovil;Diesel;BOGOTA;S;S;N;vacio;Parqueadero comunal;70000
18604086;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Parqueadero comunal;70000
18606676;1;Automovil;Solo gasolina;SOACHA;S;S;N;vacio;Parqueadero comunal;90000
18607520;1;Moto;Solo gasolina;899;S;S;S;;Parqueadero comunal;7500
18609119;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;60000
18609281;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;25000
18609607;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;30000
18609608;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;60000
18609609;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;30000
18610056;2;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Parqueadero comunal;70000
18610339;1;Automovil;Solo gasolina;VILLAVICENCIO;S;S;N;vacio;Parqueadero comunal;0
18610339;2;Automovil;Solo gasolina;VILLAVICENCIO;S;;N;vacio;Parqueadero comunal;0
18610821;1;Automovil;Solo gasolina;CANDELARIA VALLE;S;S;N;vacio;Parqueadero comunal;150000
18611522;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18625824;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;120000
18625824;2;Moto;Solo gasolina;CALERA;S;S;N;vacio;Parqueadero comunal;0
18625825;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18625825;2;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;0
18625826;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;0
18625827;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;75000
18625828;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18638486;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;40000
18638663;1;Campero;Solo gasolina;COTA;S;S;S;Empresa de servicios publicos;Parqueadero comunal;120000
18648311;1;Automovil;GNV y gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;25000
18648313;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;50000
18648318;1;Automovil;Solo gasolina;CHIA;S;S;N;vacio;Parqueadero comunal;41500
18648319;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;80000
18648319;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Parqueadero comunal;0
18648320;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;90000
18648322;1;Moto;Solo gasolina;BOGOTA;S;;S;;Parqueadero comunal;40000
18543655;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;
18544155;1;Automovil;Solo gasolina;ENVIGADO;S;S;N;vacio;Parqueadero comunal;0
18544262;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;23000
18544335;1;Automovil;Diesel;BOGOTA;S;S;N;vacio;Parqueadero comunal;100000
18550915;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;100000
18556348;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;100000
18556350;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Parqueadero comunal;0
18556354;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18562815;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18563302;2;Campero;Diesel;BOGOTA;S;S;N;vacio;Parqueadero comunal;120000
18567243;1;Automovil;Solo gasolina;175;S;S;N;vacio;Parqueadero comunal;180000
18567250;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Parqueadero comunal;20000
18568300;1;Automovil;Solo gasolina;BUCARAMANGA;S;N;N;vacio;Parqueadero comunal;20000
18568826;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;56000
18569300;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;50000
18569300;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Parqueadero comunal;25000
18569557;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;50000
18569558;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;55000
18569559;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;55000
18569560;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;55000
18569561;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;55000
18569562;1;Automovil;Solo gasolina;MOSQUERA;S;S;N;vacio;Parqueadero comunal;55000
18569702;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;50000
18569926;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;48000
18569927;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;35000
18569927;2;Moto;Solo gasolina;BOGOTA;S;N;S;;Parqueadero comunal;25000
18569986;1;Automovil;GNV y gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18569997;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;120000
18570020;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Parqueadero comunal;80000
18570025;1;Campero;GNV y gasolina;377;S;S;S;Empresa de servicios publicos;Parqueadero comunal;120000
18570846;1;Automovil;Solo gasolina;ACACIAS;S;S;N;vacio;Parqueadero comunal;21000
18571283;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;50000
18572136;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;100000
18581835;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Parqueadero comunal;30000
18581845;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18581846;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;70000
18581846;2;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18581847;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Parqueadero comunal;0
18581952;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;68000
18581990;1;Campero;GNV y gasolina;286;S;N;S;Empresa de servicios publicos;Parqueadero comunal;90000
18584054;1;Moto;Solo gasolina;BOGOTA;S;;N;vacio;Parqueadero comunal;0
18587856;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18587858;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18587940;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;30000
18587940;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Parqueadero comunal;0
18588020;1;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;15000
18588055;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;18000
18590430;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18590430;2;Moto;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;0
18590471;1;Campero;GNV y gasolina;PAQUITA;S;S;S;;Parqueadero comunal;80000
18591056;1;Automovil;Solo gasolina;473;S;S;N;vacio;Parqueadero comunal;100000
18591491;1;Campero;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;0
18591491;2;Moto;Solo gasolina;BOGOTA;S;S;S;;Parqueadero comunal;17500
18592025;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;121000
18597634;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;80000
18598316;1;Automovil;Solo gasolina;MOSQUERA;S;S;N;vacio;Parqueadero comunal;0
18393161;1;Moto;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero comunal;0
18393162;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;54000
18393163;1;Automovil;GNV y gasolina;IBAGUE;S;N;N;vacio;Parqueadero comunal;54000
18393163;2;Moto;Solo gasolina;IBAGUE;S;;N;vacio;Parqueadero comunal;30000
18475193;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;70000
18477470;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;100
18479300;1;Automovil;Solo gasolina;MANIZALES;S;S;N;vacio;Parqueadero comunal;57000
18480184;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero comunal;300000
23163605;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;140000
23163610;1;Automovil;Solo gasolina;CALI;S;S;N;vacio;Parqueadero privado;100000
23163616;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero privado;150000
23163654;1;Automovil;Solo gasolina;COTA;S;S;N;vacio;Parqueadero privado;0
23164816;1;Automovil;Diesel;BOGOTA;;;N;vacio;Parqueadero privado;0
23168581;1;Automovil;Solo gasolina;COTA;S;;N;vacio;Parqueadero privado;65000
23171846;1;Campero;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero privado;100000
23177898;1;Campero;Solo gasolina;NEIVA;S;S;N;vacio;Parqueadero privado;70000
23178167;1;Automovil;Solo gasolina;LA CALERA;S;S;N;vacio;Parqueadero privado;0
23071963;1;Automovil;Solo gasolina;CUNDINAMARCA;S;S;N;vacio;Parqueadero privado;70000
23076108;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Parqueadero privado;50000
23078215;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;80000
23078242;1;Automovil;Solo gasolina;ALVARADO TOLIMA;S;S;N;vacio;Parqueadero privado;55000
23078243;1;Automovil;Solo gasolina;SOACHA;S;S;N;vacio;Parqueadero privado;120000
23080371;1;Automovil;Solo gasolina;754;S;N;N;vacio;Parqueadero privado;60000
23083010;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;50000
23085191;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;80000
23087533;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;180000
23087632;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero privado;50000
23088730;1;Taxi;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;80000
23091164;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero privado;100000
23091423;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;60000
23093094;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;120000
23093094;2;Moto;Solo gasolina;BOGOTA;S;;S;;Parqueadero privado;35000
23093397;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;3000
23094460;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;80000
23110339;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;0
23110357;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;0
23110359;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero privado;0
23110360;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero privado;0
23124018;1;Automovil;Solo gasolina;137;S;S;N;vacio;Parqueadero privado;60000
23124080;1;Campero;Diesel;BOGOTA;S;S;N;vacio;Parqueadero privado;70000
23180970;1;Automovil;Solo gasolina;BOGOTA;S;N;N;vacio;Parqueadero privado;100000
23180972;1;Automovil;Solo gasolina;BOGOTA;;;N;vacio;Parqueadero privado;100000
23182880;1;Moto;Solo gasolina;BOGOTA;S;S;S;;Parqueadero privado;38000
23185908;1;Automovil;Solo gasolina;ENVIGADO;S;;N;vacio;Parqueadero privado;100000
23189667;1;Microbus colectivo;GNV y gasolina;SUACHA;S;S;;vacio;Parqueadero privado;0
23194204;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;0
23194970;1;Automovil;Solo gasolina;BOGOTA;S;;N;vacio;Parqueadero privado;65000
23194970;2;Campero;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;125000
23196179;1;Moto;Solo gasolina;FUNZA;S;S;N;vacio;Parqueadero privado;150
23196726;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;0
23198181;1;Automovil;Solo gasolina;BOGOTA;S;S;N;vacio;Parqueadero privado;50000
23198380;1;Campero;Solo gasolina;FLORENCIA;S;S;N;vacio;Parqueadero privado;94000
